Review,True Label,VADER,TextBlob,LogReg,SVM,LogReg_Score,SVM_Score,VADER_Score,TextBlob_Score,Real_Rating,Combined_LogReg,Combined_SVM,Combined_VADER,Combined_TextBlob
"pres of cowear dress shirts and ties every day
shirt fit greatbut wrinkled fast than any shirt ive ever seen  will keep for only special occasions",Negative,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
hard to find tshirt glad its back in stock been searching for almost 3 years to find this shirt shirt runs true to size,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
needed a dress for a casino night  it fit very well and looked great  the only concern  some of the fringe came off  not a major problem,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
its crap i wish i could give it no stars def was not the item pictured it was a completely diff version of the costume also the costume pictured fit me perfect in a size small the one i received however was too small too short and mostly just disappointing no boot covers either ending up selling it to a teenager to try and get some of what i paid back,Neutral,Negative,Positive,Neutral,Neutral,3,3,1,5,1,1.6,1.6,1.0,2.2
very happy with the purchase i read the reviews and there was one common suggestion order a size smaller im 6ft and 170lbs i wear medium and occasionally a large but for this i ordered a small i like my undershirts to be just a bit snug and the small was perfect for me,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
a nice hatband to dress up my favorite old hat it dresses the hat up nicely but pay attention the attachment pins actually hooks are very sharp in spite of knowing this i managed to hook the heel of my handdooh it came in on time and was just as described,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
purchased for my eight grade daughter to carry her textbooks etc  the elefunk messenger bag is plenty roomy for her needs  she did not want the traditional backpack and this bag fit the bill as it is nearly the same size as the big student backpack,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
wellmade   still new  so it will be much better after fewmore days,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
very cute white socks i only got one pair very soft and comfortable i might buy more cause theyre so soft,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
very nice robe,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
good quality shirts the sizing wasnt right that happens a lot with different manufacturers over all great i just sent them back reccoment ordering one size smaller than youd normally wear if you are fit and like shirts that look good on you and not baggy,Negative,Positive,Positive,Negative,Positive,1,5,5,5,5,3.8,5.0,5.0,5.0
i bought this for a relative of mine i havent seen it as i sent it to her in another state but she said that she really likes it is very happy with it its just what she wanted  it is made very well,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
cheap and small and they didnt let me return it no thanks,Positive,Negative,Positive,Positive,Positive,5,5,1,5,1,2.2,2.2,1.0,2.2
this chain is beautiful and i was thrilled to find a 22 length as it is not commonly found in stores  i plan to use it to hold a charm holder and charms which i havent been able to wear for some time because i couldnt find the length i wanted,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
would have sent this back after first use but i got something on it  i like things organized and this didnt work well for that at all  strap is terrible and uncomfortable but since it is sewn on you cant replace it  guess im just not a messenger bag kind of guy,Positive,Negative,Negative,Positive,Positive,5,5,1,1,1,2.2,2.2,1.0,1.0
daughter loves it  she prefers the way it feels and carries vs a backpack and its very stylish,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this ring was well worth the price it has a lovely shine and fits true to size it is a very light thin ring so it you want something heavy with a thicker consistency to the metal this may not be for you but as i said it is well worth the price im very pleased,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
good qualityon time,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
i had a dopp kit in the early 70s when i was a teenager and somehow lost track of it  after wearing out the plastic travel bag ive had since then i wanted to go back to the classic dopp  the admiral did not disappoint  its a great travel companion  the sides are a nice soft leather the bottom a vinyl which is appropriate given that the bag will be placed on wet countertops  the standup top stays open for easy retrieval of essentials then securely snaps shut the bag is closed by a heavyduty zipper  inside the bag is a waterresistant liner with one side pocket for small items the admiral dopp is really lightweight but very well made and stows nicely in an overnight bag  a handsome highquality timeless design  its a pleasure when the small things in life work well,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the fit is fine but the neck flap is very rigid and thick ventilation is pretty good but the flap is very stiff,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
got this costume for my daughter 58 180lbs  bought the medium had to be taken in by a seamstress about 1 12 inches from each side  the material is elastic and feels a little flimsy but for a couple of wears itll do fine  top feels velvety skirt plastic  beautiful lively colors ordered prime and got it in four days  skirt was decent length for such a tall girl but since the material from this part is so flimsy shell probably wear it with some kind of shortshorts in case it rips of the wind gets a hold of it  overall a bit expensive judging from the quality of the materials its made from but happy with the colors length of the skirt and the fact that it doesnt dive and show too much cleavage,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i took everyones advice and ordered a size up and im happy with how it fits  cant wait for halloween,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great hat,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
excellent belt that wont slip once it is fastened  there is enough length to fit any waist and easily cut to your size  not fancy but built to take it and last,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
super fun got lots of compliments very bright definitely runs large id normally get an xl in offtherack costumes but after reading the reviews i got a large and even that was a bit roomy but i worked with it because a medium would probably have been too small wore a boned corset underneath necessary as the bodice has no real structurejust an elasticized pull up but i was going to wear the corset anyway so that worked fine for me cape is a bit tight around the neck as some have said but wore it all night and it was okay boot covers were loose and didnt stay up very well but made it work with some wardrobe tape only thing that didnt work at all were the armbandsthey are huge ha ha so ridiculously large so i just did without them but overall it was a big success bright and fun and lots of impact the hit of the evening,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
my wife loves the robes fit and softness,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
she shirt is a great price but was very large on my fiance he wears an 185 neck 3435 sleeve normally but this selection was far too large for him its a good price though,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
the chain arrived quickly and was packaged nicely it is very pretty and strong i am quite happy with my purchase,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
sexy and cute all in one and she loves them,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i am 511 and 160 pounds and a medium which should have fit was too big small fit great though,Negative,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
"i received my mens v creeper 509 today and was blown away the service and quality i experienced was superb the customer service rep was fantastic  i will definitely buy another pair of shoes in the immediate future

thank you",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
okay i just got these and slipped them right into my boots and they are keeping the shape  i dont think this was hard at all to figure out  i love them plus they are a great value im definitely going to buy another pack of three they even come with a little hanger if you have hanging space in a huge closet i dont have that luxury right now  great product great value easy breezy,Positive,Positive,Positive,Positive,Negative,5,1,5,5,5,5.0,3.8,5.0,5.0
after reading the reviews and realizing that this is probably sized according to asian measurement standards i found it extremely fortunate to buy two sizes bigger than what i normally wear other than that this thing is rockin,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
covers ears mesh helps keep cool,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
large for me also  no star rating,Negative,Negative,Positive,Neutral,Positive,3,5,1,5,1,1.6,2.2,1.0,2.2
this was actually better than expected i am a size 16 55 and the large fit great except it was a little big in the bust area the material is thick enough on top that i can wear it without a bra and it still looks fine the only thing is the boot covers like i read on here they dont stay up and i will probably just not wear them i think they will get the picture without them overall worth the price i think got it for a superhero themed 30th,Neutral,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
my husband likes his dopp kit  it stays open while he uses it,Positive,Positive,Neutral,Positive,Positive,5,5,5,3,5,5.0,5.0,5.0,4.4
would have preferred in wing collar,Negative,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
good quality,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
i am barely a size three and some parts were too small and other parts were too big the material felt really cheap and this was too expensive when i bought it for it to be made from bad materials,Positive,Negative,Negative,Positive,Positive,5,5,1,1,3,3.5999999999999996,3.5999999999999996,2.3999999999999995,2.3999999999999995
great shoes fits good and comfortable,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"this item looked like the perfect replacement for my worn out double wide card holder all reviews were good wellno longer i have two problems that make this item unusable for me

1 the height dimension is just a hair bigger than my old insert this means the new one extends a bit above andor below the wallet dimension  and

2 the reason for this extra height is that the cards insert from the top rather than from the inside protected end of the card sleeves this means that if you drop the wallet the upper stack of cards could easily come shooting out nothing to stop them

not a good design in my opinion",Negative,Positive,Positive,Neutral,Negative,3,1,5,5,1,1.6,1.0,2.2,2.2
does not cover my neck and sides from the sun as i thought it would but a nice hat,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
high quality  good fit and exactly what i expected and needed  would definitely recommend,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
disappointed to find that the order did not contain bracelets and tiara that were listed in product description  will be returning,Negative,Negative,Negative,Positive,Positive,5,5,1,1,1,2.2,2.2,1.0,1.0
if looking for an inexpensive but really quite cute halloween costume this is a good choice im normally a small and the medium fit me perfectly so i would say size up for sure,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
love these i am going to order another pack to keep in work someone including myself is always losing the back to an earring  i dont understand why all fish hook earrings dont have them  just wish that they were a tiny bit longer  ,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great style performance and fit  a little pricy from this vendor but delivery was as expected,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
nice fit and texture a classic package with ck brand on it,Neutral,Positive,Positive,Neutral,Negative,3,1,5,5,5,4.4,3.8,5.0,5.0
its fit,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
did not ship advertised product but did ship a substitute knock off that did not fit,Negative,Negative,Negative,Negative,Negative,1,1,1,1,1,1.0,1.0,1.0,1.0
"i ordered this dress a size up xl when i normally wear a 1012 and it fits perfectly im 55 and 36d so if youre about that size do not order the large it will not fit you unless you have no hipsbutttummy

i was immediately impressed with the quality of this costume i had previously tried on similar flapper dresses at the halloween store in town for twice the price and this one has some weight to it i can see it lasting many years it also looks fantastic once you start dancing the fringe is so cool

definitely worth the price",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i prefer the original inserts but hard to get even with this vendor i get a couple different makes every time i order and theyre ok but dont last a long time too bad oh well,Positive,Negative,Negative,Positive,Positive,5,5,1,1,3,3.5999999999999996,3.5999999999999996,2.3999999999999995,2.3999999999999995
its not very goodlarge,Positive,Neutral,Negative,Positive,Positive,5,5,3,1,5,5.0,5.0,4.4,3.8
bought this for my grandson after that debunkle of buying the trailmaker and this one is no match  my grandson loves this and he is the envy of his classmates great bag great style and great look,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
fits the bill perfectly i had a camisole like this and i just about wore it out i didnt have high hopes id be able to find one that i would like just as much i think this one will prove to be terrific it has just the right amount of paddingnot too much and not too little just enough to add a bit to make my blouses and tops fit better im happy and am thinking about ordering another one as well as checking out what else i can buy from the same seller 5 stars for sure,Negative,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
not what i excepted keeps falling off,Neutral,Negative,Neutral,Positive,Positive,5,5,1,3,1,2.2,2.2,1.0,1.6
i ordered 2 same brand same shirt same size different colors white and black black fits perfect white is way too big how do i understand that,Positive,Positive,Positive,Negative,Negative,1,1,5,5,1,1.0,1.0,2.2,2.2
fits great smooth transaction thank you,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
love this dress but size up i ordered according to their size charts and this fit like a sausage casing,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i bought this chain for a present  it shipped and was received way before i expected  it is sturdy and very nice for a man or woman,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"amazon sent me a xs when i ordered a s and did not have the correct size in stock so i purchased this exact same outfit from another online halloween costume site luckily that other site was able to get it to me by the morning of my event this review is just on the costume based on what i received from the other site

im a size 8 and followed other reviewers suggestions to order a size down my chest is on the larger side and this still fit very well the foamy tiara and cuffs are ok but i purchased the metal ones and they were much nicer the boot cover things that come with this costume are a joke i bought funtasma by pleaser womens halloween gogo305redwhite stretch patent from amazon to complete my outfit instead the gold v belt is not attached so it moved a lot during the night i would definitely try to find a way to attach it before wearing this again another reviewer also mentioned adding a hook and eye closure at the top of the zipper which i did because the zipper does not lock closed at the top

with all the changes and additions i made i ended up with a 5 star costume as purchased im giving this 3 stars",Negative,Positive,Positive,Neutral,Negative,3,1,5,5,3,3.0,2.3999999999999995,3.5999999999999996,3.5999999999999996
not as plush as i thought it would be  i do not think based on the material it was worth the 80 i paid for it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
im in between a size 1112 and i ordered a size up xl it was too large had to return it,Neutral,Neutral,Positive,Positive,Positive,5,5,3,5,3,3.5999999999999996,3.5999999999999996,3.0,3.5999999999999996
nice for the price,Negative,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
my son hated it i didnt sit on his shoulders good it went well with the outfit he had but unfortunately he had it off more than he had it on i think its neat and totally completed the outfit but it was uncomfortable for him to wear,Neutral,Neutral,Negative,Positive,Positive,5,5,3,1,3,3.5999999999999996,3.5999999999999996,3.0,2.3999999999999995
its a cute costume except i shouldve listened to the reviews before buying the top part was a bit big and the boot covers kept falling off when i tried it on i couldnt wear it for halloween unfortunately i shouldve ordered a size smaller  maybe i will do that next year,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
great bag for carrying a few books pens medical equipment very comfortable to wear over your shoulder slim profile looks like it will withstand lots of wear and tear like my previous jansport backpacks,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
my son used this for his halloween costume we used rubies astronaut costume and it was a huge hit he looked like a real astronaut got an enormous amount of compliments everyone asked where i got the helmet its very nice not cheap at all i was very pleasantly surprised it came in a big nice box the visor goes up and down with the push of a button which my son loves and the sounds are really cool its very comfortable and actually fits kids and adults both its has grooves where it rests on your shoulders so it sits nicely perfectly comfortable for hours of wear,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
just came across this boot and im surprised at not only how good they look but the prices for them were quite reasonable as well as affordable  not to mention theyd look great with any goth outfit or worn with regular slacksjeans  id highly recommend these boots for both goth girls and guys alike,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
dont order this if you have big thighs did not fit was not opaque at all and are made for small short girls couldnt even wear them,Negative,Negative,Negative,Positive,Positive,5,5,1,1,1,2.2,2.2,1.0,1.0
it is too large to weari will wear it when i sleepi buy it for it named ck whatever ,Negative,Neutral,Positive,Positive,Positive,5,5,3,5,3,3.5999999999999996,3.5999999999999996,3.0,3.5999999999999996
"except if you are size 6 you will struggle

accessories very cute for a cheap costume eg fake velvet boot covers  wont stand up to rough wear but cute for impression of red boots",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
sizes run small  i usually wear a small but ordered a medium and it was still a little tight through the hips,Positive,Neutral,Negative,Positive,Positive,5,5,3,1,3,3.5999999999999996,3.5999999999999996,3.0,2.3999999999999995
i am a huge fred sanford fan i loved the show and still watch it when the reruns air this shirt has one of freds signature words on itchampipple i get a lot of great comments on it whenever i wear this shirt,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
fits well good quality i would recommend,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"over all fit was ok the bodice part was difficult to keep up i couldnt use the cape because the wrap around velcro pieces were way to short the wristlets are silver instead of gold like the rest of the costume
i was kind of disappointed and had to send it back",Neutral,Positive,Positive,Negative,Negative,1,1,5,5,3,2.3999999999999995,2.3999999999999995,3.5999999999999996,3.5999999999999996
"the cape was missing on this costume even though the packaging states it comes with one  the upper portion is made with foam so if you use this in a warm climate you will be hot  i tried it on for about 10 minutes and was burning up
the wrist bands were very tight and i am a petite woman and are not tapered  its hard to tell which side goes toward your elbow  the boots are socks without a bottom and there is no way to keep them on your feet or a shoe
it looks good and if i had time before our party i would have made some adjustments to the wristbands and socks to make them fit better  however the foam upper would have driven me nuts after a very short time",Neutral,Positive,Positive,Neutral,Positive,3,5,5,5,1,1.6,2.2,2.2,2.2
got this for my dad at christmas  the leather is nice and it opens up great and stands up  its great quality,Negative,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
gift for brother in law,Positive,Positive,Neutral,Positive,Positive,5,5,5,3,5,5.0,5.0,5.0,4.4
"i am so picky about my jewelry but i cant really afford much however when i saw this ring my heart skipped a beat  these are my colors and what a gorgeous ring for such a reasonable price
i just got the ring today and i am so pleased with it i think perhaps the style isnt for everyone but thats a very good thing i dont want the same jewelry as everyone else ",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great hat for hot weather,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
very cute boots but be careful with lace i ripped it and i had to sewed it back my baby is 11months she wears size 3 but i got size 2 for her fit good,Neutral,Positive,Positive,Neutral,Positive,3,5,5,5,5,4.4,5.0,5.0,5.0
fit great and looked very nice with a tux  is not worn alot but even once or twice a year the price was great,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this is the costume i was looking for and it fits perfectly i cant wait for halloween,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
wraps me up warmly washes well i wanted one to go down to the floor large enough to feel snuggled in and that i could just throw through the wash im super happy,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
in amazons advertisement the shoe is described as leather but the stamp on the heel describes the shoes as coated leather pic attached this coating gives the shoes a cheap patent leather look at 12200 and reading amazons description i assumed i was getting leather shoes not so fit is ok but they look like something a child would wear very disappointing,Positive,Negative,Positive,Positive,Positive,5,5,1,5,1,2.2,2.2,1.0,2.2
fit well and was well made for being inexpensive,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
it was little to small for me ,Negative,Neutral,Negative,Negative,Negative,1,1,3,1,3,2.3999999999999995,2.3999999999999995,3.0,2.3999999999999995
love these chaps just what i thought they would be,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
such a fun helmet for my daughter who had already purchased a full nasa costume suit,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
it is really nicely made for the price however the sizing is a bit small,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great product,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the handkerchiefs are beautiful  the order came promptly in good order will definitely be repeating business with this business,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the picture of it must be at an angle  filled with stuff because it is huge in real life great if youre going to carry around a laptop or books constantly  but if youre not might be a bit too big for a notebook  water bottle i dont regret it because i guess too much room is better than not enough   it is really well made  has a lot of nifty pockets all in all pleased,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"not what i ordered my order was for window replacements by rolfs d credit card windows 4 78 x 3 34 inches holds 24 photos or credit cards side loading  the order i receivd is for 16 windows top loading and is by buxton i advised menswallet of the error and was told they were sending the right order out  i received the second order which was the same wrong order as the first  ive asked that if the order cant be filled as requested to credit my account  im waiting for the return label and refund
so disappointed i didnt get what i had ordered  if i didnt need 24 windows then the 16 would have been fine it seems to be good quality",Negative,Positive,Positive,Negative,Negative,1,1,5,5,1,1.0,1.0,2.2,2.2
my husband has to go to many black tie optional and black tie events for work throughout the year  we finally sprung for a tux and i was looking for a formal shirt that was nice yet not crazy expensive  this one fit the bill  i was not expecting much due to some of the reviews but the most recent reviews looked positive so i ordered on amazon i always go by the most recent reviews because that carries more weight to me than one from 2009 or so  my husband  is  58 42 inch waist and wears a 20 neck 3435 sleeve so i chose the 20 3435 on amazon as the option  when took it out of the package this shirts tag just says 4x on the inside but their sticker on the onside of the package said 20 3435 he tried it on and everything was perfect but the neck was a little large before adding a tie just a little bigger than he liked leaving a little gap  however sleeves belly area everything fit perfect besides the neck being a little too large  so i washed the shirt in hot water and put it in the dryer and the neck is now absolutely perfect fits him 100 now  the shirt looks great and fits like a dream  the quality is great for the price  also i took the advice of another review and bought thesenbspa datahookproductlinklinked classalinknormal hrefcufflinksandstudssetfortuxedoformalblackwithshinysilvertrimmingbymenscollectionsdpb004nkd3j8refcm_cr_arp_d_rvw_txtieutf8cufflinks and studs set for tuxedo  formal black with shiny silver trimming by mens collectionsanbspbutton studs and cufflinks  the button studs that come with the shirt are very cheap plastic and on the small side as youd expect for free and you could get away with them for a one time event like a wedding or formal event but if you will wear the shirt over and over id go for nicer studs also i had no quality control issues  all the stitching is just fine  the shirt was not thin as one review said we are very pleased this was a far better buy then going to big and tall shops here all over town looking for a tux shirt that would 1 would fit and 2 still spending 75 or 100 on it locally,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
ive tried these on a few times before buying them i must have tried different standard white vnecks as one medium seems to fit a lot tighter which is desired for an undershirt than others i bought another two sets from marshalls and they appeared to be the exact same product but fit a lot looser they are very comfortable and i kept both,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
beautiful on,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
very satisfied with this product i received it the day before i wanted to wear it and was i nervous that it wasnt going to fit but it looked great plus it was only 16 the only downside is that the tag tells you not to washdry the dress only spot clean,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this helmet was a great addition to my sons astronaut costumenbspa datahookproductlinklinked classalinknormal hrefaeromaxjrastronautsuitwithembroideredcapandnasapatcheswhitesize810dpb000fgm3sgrefcm_cr_arp_d_rvw_txtieutf8aeromax jr astronaut suit with embroidered cap and nasa patches white size 810anbsphe loves space and was so happy with this costume especially the helmet  the smile on his face made this the best buy ever,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
favorite costume of all time cant wait to wear it tonight although i ordered it almost a year ago,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
my wife got this as a lastminute costume for a 20s party gotta love prime and it looked great she said it was a tad big and while it didnt billow it definitely wasnt form fitting so if thats what youre looking for go a size down it wasnt shipped in the greatest container but there werent any noticeable imperfections my wife has actually worn this to other functions so if you get the right size its a great item she was worried it would be really uncomfortable but she said it wasnt scratchy at all,Negative,Positive,Positive,Negative,Negative,1,1,5,5,3,2.3999999999999995,2.3999999999999995,3.5999999999999996,3.5999999999999996
great seller received earlier than expected very nice quality  ordered another,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
thank goodness i read the other reviews it does run small  i normally wear a medium but ordered an xl  it fits perfect  i love the  dress,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
best hat ive ever owned wont blow off in pretty extreme winds,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this is our third pair of durango boots  only because our son outgrows them and just plain wears them out because he loves them so much  he wears them daily  they are great boots  look great and fit great  we bought our other son the same boots because they both just loved them so much  highly recommend,Positive,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
love them,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
very good quality,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this costume was cute but if i wouldnt have read the other reviews it would have never fit,Positive,Negative,Positive,Positive,Positive,5,5,1,5,5,5.0,5.0,3.8,5.0
this is a great item for the price  many said it ran small so i ordered up but i found the sizing to be true to size so i ended up with a dress that was a bit too big for me so i now have to order my actual size  arrived quickly,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
boots shipped out great and got here earlier than expected they look exactly like the picture however the first pair we received my 4 year old son wore them for less than 10 minutes and the snake skin part was already peeling off however the company was very quick to ship us a replacement pair my son is just afraid to act himself in the boots for fear they will mess up again,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
"my daughter loves this item my high score is based on her feedback she thinks its great

from my part its pretty cheaply made and i dont know how long it will hold up and the sound is pretty poor but she is happy so im fine with it",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
first buy of internet shoes after one return and replacement works great,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i dont know what people are talking about when they say this is small it was huge required alteration so that i could wear it much too long and wide for me,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
i had to send it back and get a different size,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,3,3.5999999999999996,3.5999999999999996,3.0,3.0
as excepted,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
"just what i needed but the plastic sheet that is inserted into the wallet to hold the pages in place broke or tore off after only  2 weeks
the price is good so you may want to buy more than one in case it breaks down right away",Negative,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
great feel  great fit,Negative,Positive,Positive,Negative,Positive,1,5,5,5,5,3.8,5.0,5.0,5.0
this style of hat band is perfect for my panama jack straw hat  the old hat band was faded and stained with perspiration  thirty seconds was all it took to remove the old band and install the new one  it looks great now,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i went to hawaii and needed some darker light weight shirts these are perfect and fit well maybe a little tiny bit larger but that is fine i would buy this again and made a good purchase at a great price i am a female large on top love the vneck too,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this helmet is advertised for children it does not fit a child and is instead sized for an adult  the helmet rests on the 3 yearolds shoulders and wobbles around  the microphone is made of cheap plastic and snapped off within a few minutes of use,Positive,Negative,Positive,Positive,Positive,5,5,1,5,1,2.2,2.2,1.0,2.2
